,y,V1x_ib,V2x_ib,V1z_ib,V2z_ib,V1x_wt,V2x_wt,V1z_wt,V2z_wt
92,-0.18696246498885524,-0.3878939152358431,-0.4436670947548228,-0.036716594233869734,-0.04210296580945589,-0.0013580654588009162,-0.0013614494373006575,-0.00013493524614984186,-0.0001426633741817971
93,0.18696246498885524,-0.4436670947548228,-0.3878939152358431,-0.04210296580945589,-0.036716594233869734,-0.0013614494373006575,-0.0013580654588009162,-0.0001426633741817971,-0.00013493524614984186
94,0.5552066350754515,-0.5028633913327717,-0.34103099486539423,-0.04642389187082597,-0.03161683827264898,-0.0014004007942225846,-0.001383988590184639,-0.0001496404125224666,-0.00012690926954535907
95,0.9065811325033937,-0.562442979796457,-0.3038923815996198,-0.049700539625053976,-0.027673748044958184,-0.0014382571271650527,-0.0014022809833988896,-0.00015671436028178253,-0.00011985219385832917
96,1.2304096209724082,-0.6182247840008019,-0.2749566251620127,-0.0514790917657028,-0.02469126167812429,-0.0014736914415324099,-0.0014141964168628003,-0.00016362244075667162,-0.00011381563951468594
97,1.5168527357254862,-0.666596170442181,-0.2528330641206997,-0.051692532409828566,-0.022478208506357882,-0.0015054265343606866,-0.0014212020255159573,-0.00017006685586458783,-0.00010881526795413968
98,1.7572070476680652,-0.7045644288317036,-0.23638320785494926,-0.05015481910628217,-0.020876511780324666,-0.0015323055529743437,-0.001424764177808712,-0.00017573234701659117,-0.0001048454961350235
99,1.9441695126569205,-0.6758858904448037,-0.22474275847008215,-0.0020712878529308212,-0.019767752446460427,-0.0015533513212318533,-0.0014261925639587065,-0.0001803113428050428,-0.00010189068395965529
100,2.072059370800938,0.06633119191669447,-0.21730167064299738,0.6553797750541575,-0.019070222661730814,-0.001567808060308649,-0.001426536718816151,-0.00018353412645021738,-9.993311383339148e-05
101,2.1369907534758017,2.0253277946167674,-0.21367421321961053,2.391082853891892,-0.018733437857990993,-0.0015751647721368868,-0.001426523513038011,-0.0001851993982828302,-9.89583221032855e-05
102,2.2272786653447403,7.837290103094824,-0.20878964248679543,7.68458623769632,-0.018283350238543616,-0.0015854114495317453,-0.0014263019081892966,-0.00018754821110889144,-9.762367670990561e-05
103,2.3751402966998434,13.588803917687695,-0.201168486677082,13.80184227020344,-0.01758898440251925,-0.0016022300245607435,-0.0014254468592822583,-0.00019148036006857264,-9.548882941113876e-05
